,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
369,4029316,0.36,FALSE,Zuid,52.35098,4.8861,Entire home/apt,2,1,1,7,153,7,90,TRUE,0,0,4.81,FALSE,76.5,1071,0.07,0.19,0.22,4.99,0,764.2465753
370,4035170,1,TRUE,Centrum-West,52.3778,4.88626,Entire home/apt,4,2,2,9,240,3,109,TRUE,1,0,4.9,TRUE,60,720,0.09,0.14,0.21,4.99,0.481586402,1198.796034
371,4043288,0.94,TRUE,Centrum-West,52.37808,4.89456,Private room,1,1,1,1,82,3,44,TRUE,0,0,4.56,TRUE,82,246,0.06,0.12,0.14,4.99,0,409.2465753
372,4052965,0.8,TRUE,De Pijp - Rivierenbuurt,52.35099,4.88663,Private room,2,1,1,1,111,3,90,TRUE,0,3,4.72,TRUE,55.5,333,0.05,0.11,0.14,4.99,0.214876033,619.0633609
373,4057394,0,FALSE,Centrum-Oost,52.36706,4.92487,Entire home/apt,4,2,2,10,157,10,30,TRUE,0,0,4.83,FALSE,39.25,1570,0.06,0.18,0.22,4.99,0.095890411,785.6164384
374,4062563,0,FALSE,Zuid,52.35497,4.85051,Entire home/apt,3,2,1,6,199,4,14,TRUE,5,0,4.94,FALSE,66.3,796,0.07,0.16,0.21,4.99,0.189041096,995
375,4147668,0.75,TRUE,Oud-Oost,52.36204,4.92375,Private room,2,1,1,7,75,14,101,TRUE,3,1,4.82,FALSE,37.5,1050,0.04,0.1,0.15,4.99,0.254794521,364.3561644
376,4150731,1,FALSE,Oud-Oost,52.34935,4.91202,Entire home/apt,2,1,1,13,196,2,5,TRUE,0,2,4.87,FALSE,98,392,0.07,0.17,0.2,4.99,0.107142857,976.7857143
377,4157853,1,TRUE,Centrum-West,52.37313,4.89652,Private room,2,1,1,7,180,2,101,TRUE,2,5,4.96,FALSE,90,360,0.06,0.21,0.21,4.99,0.538461538,838.6538462
378,4158675,1,FALSE,Oud-Oost,52.35832,4.92368,Entire home/apt,2,1,1,7,128,2,15,TRUE,0,0,5,FALSE,64,256,0.05,0.14,0.14,4.99,1,1000
379,4162988,1,FALSE,Bos en Lommer,52.38182,4.84981,Entire home/apt,4,2,2,9,185,5,101,TRUE,0,1,5,TRUE,46.25,925,0.08,0.2,0.27,4.99,0,959.771987
380,4185598,0.82,FALSE,De Baarsjes - Oud-West,52.36744,4.86625,Entire home/apt,4,2,1,13,250,3,21,TRUE,0,0,4.93,FALSE,62.5,750,0.11,0.22,0.15,4.99,0,1250
381,4187658,0.36,FALSE,Centrum-West,52.36957,4.88305,Entire home/apt,4,2,3,11,289,4,30,TRUE,2,1,4.8,FALSE,72.25,1156,0.08,0.21,0.2,4.99,0.005479452,1446.232877
382,4209897,0.49,FALSE,Zuid,52.35302,4.87571,Entire home/apt,7,4,5,16,425,3,101,TRUE,0,1,4.74,TRUE,60.72,1275,0.07,0.21,0.26,10.99,0.389041096,2145.547945
383,4216576,0.42,FALSE,Oud-Noord,52.39293,4.93417,Entire home/apt,4,2,3,8,175,3,101,TRUE,0,1,5,FALSE,43.75,525,0.06,0.2,0.25,4.99,0,875
384,4224540,0.9,TRUE,De Pijp - Rivierenbuurt,52.34104,4.9039,Private room,4,1,2,6,100,2,10,TRUE,5,5,4.88,TRUE,25,200,0.07,0.15,0.19,4.99,0.276276276,526.6366366
385,4248769,0.81,TRUE,Centrum-Oost,52.36992,4.90279,Private room,2,1,1,9,153,3,15,TRUE,3,4,4.88,TRUE,76.5,459,0.05,0.18,0.17,4.99,0.15890411,754.109589
386,4282415,0.15,FALSE,Centrum-West,52.37713,4.8821,Entire home/apt,4,2,3,11,232,3,101,TRUE,1,0,4.87,FALSE,58,696,0.1,0.22,0.21,4.99,0.484931507,1128.082192
387,4299280,0.7,FALSE,Centrum-Oost,52.3624,4.8935,Entire home/apt,4,2,3,5,185,3,15,TRUE,0,0,4.7,FALSE,46.25,555,0.07,0.21,0.22,4.99,0.002739726,1290.808219
388,4320334,0.5,FALSE,Oud-Oost,52.35637,4.91604,Entire home/apt,2,1,1,5,100,3,30,TRUE,0,1,4.89,FALSE,50,300,0.07,0.18,0.15,4.99,0,564.8767123
389,4374040,0.46,FALSE,Zuid,52.35471,4.85546,Entire home/apt,3,2,1,5,108,4,31,TRUE,0,0,4.86,FALSE,36,432,0.08,0.1,0.15,4.99,0,539.3013699
390,4382235,0.6,FALSE,De Pijp - Rivierenbuurt,52.35398,4.90484,Entire home/apt,4,2,1,12,189,3,22,TRUE,3,0,4.82,FALSE,47.25,567,0.06,0.2,0.19,4.99,0.008219178,889.260274
391,4386276,0.14,FALSE,Oud-Oost,52.35296,4.91147,Entire home/apt,2,1,1,5,135,7,30,TRUE,4,0,4.94,FALSE,67.5,945,0.06,0.15,0.18,4.99,0.016438356,676.0958904
392,4416539,1,FALSE,Slotervaart,52.35382,4.82938,Entire home/apt,3,2,3,4,109,2,101,TRUE,3,1,4.62,FALSE,36.34,218,0.07,0.07,0.2,4.99,0.130434783,561.7391304
393,4435968,1,FALSE,Watergraafsmeer,52.34703,4.93908,Entire home/apt,2,1,2,7,223,3,14,TRUE,13,1,4.86,TRUE,111.5,669,0.09,0.25,0.26,4.99,0.923076923,2335.288462
394,4445818,0.69,FALSE,De Pijp - Rivierenbuurt,52.354,4.90514,Entire home/apt,4,2,2,10,207,3,101,TRUE,7,0,4.6,FALSE,51.75,621,0.09,0.13,0.23,4.99,0.131506849,922.8630137
395,4448285,0.67,FALSE,De Baarsjes - Oud-West,52.36693,4.8656,Entire home/apt,2,1,1,10,150,3,20,TRUE,0,0,4.96,FALSE,75,450,0.07,0.19,0.18,4.99,0,750
396,4455237,0.36,FALSE,De Baarsjes - Oud-West,52.36988,4.86253,Entire home/apt,5,3,3,10,145,5,14,TRUE,0,0,4.14,FALSE,29,725,0.07,0.13,0.14,4.99,0.038356164,669.3150685
397,4467898,0,FALSE,IJburg - Zeeburgereiland,52.35737,4.98163,Entire home/apt,4,2,5,11,280,3,15,TRUE,3,0,4.75,FALSE,70,840,0.1,0.26,0.27,4.99,0.460273973,1400
398,4487975,0,FALSE,Oud-Oost,52.35858,4.92583,Entire home/apt,2,1,1,5,105,5,101,TRUE,0,0,4.88,FALSE,52.5,525,0.05,0.12,0.17,4.99,0.424657534,525
399,4488692,0.76,TRUE,Centrum-Oost,52.36441,4.88599,Private room,4,1,4,8,220,4,60,TRUE,3,8,4.91,TRUE,55,880,0.07,0.22,0.21,4.99,0.639751553,1107.981366
400,4523624,0.55,FALSE,Zuid,52.35589,4.87728,Entire home/apt,4,2,3,10,300,4,7,TRUE,1,1,4.78,FALSE,75,1200,0.1,0.22,0.21,4.99,0.443835616,1500
401,4530308,0,FALSE,Watergraafsmeer,52.34446,4.95261,Entire home/apt,6,3,6,13,225,3,101,TRUE,0,0,4.83,FALSE,37.5,675,0.1,0.21,0.25,4.99,0.010958904,1125
402,4590871,0.25,FALSE,De Pijp - Rivierenbuurt,52.35706,4.89405,Entire home/apt,2,1,1,6,206,3,101,TRUE,0,0,4.95,FALSE,103,618,0.07,0.21,0.23,4.99,0,1043.630137
403,4591192,0.67,FALSE,De Pijp - Rivierenbuurt,52.35643,4.90409,Private room,3,1,2,4,121,3,8,TRUE,1,2,4.88,FALSE,40.34,363,0.08,0.14,0.17,4.99,0.019178082,617.4109589
404,4591819,0.63,FALSE,De Pijp - Rivierenbuurt,52.35289,4.90646,Private room,2,1,1,9,89,3,101,TRUE,4,6,4.84,FALSE,44.5,267,0.05,0.11,0.16,4.99,0.764705882,445
405,4614017,0.58,TRUE,Westerpark,52.392,4.88118,Entire home/apt,16,8,16,26,729,3,101,TRUE,11,0,4.62,TRUE,45.56,2187,0.12,0.15,0.32,10.99,0.633633634,3584.504505
406,4616816,0.72,FALSE,De Pijp - Rivierenbuurt,52.35391,4.90603,Entire home/apt,4,2,3,8,164,3,16,TRUE,0,0,4.6,FALSE,41,492,0.07,0.16,0.19,4.99,0,821.2328767
407,4635416,0.93,TRUE,Centrum-Oost,52.36425,4.89931,Private room,2,1,2,1,68,2,14,TRUE,4,2,4.33,FALSE,34,136,0.06,0.14,0.15,2.99,0.5,447.5
408,4697911,1,FALSE,Noord-Oost,52.39911,4.95546,Entire home/apt,4,2,5,1,90,4,30,TRUE,0,1,4.53,FALSE,22.5,360,0.07,0.11,0.17,4.99,0.002762431,456.7679558
409,4714161,0.6,TRUE,De Pijp - Rivierenbuurt,52.35226,4.89835,Private room,3,1,2,4,124,3,60,TRUE,8,4,4.84,TRUE,41.34,372,0.07,0.17,0.18,4.99,0.361643836,620
410,4743452,0.58,FALSE,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,4,2,3,13,310,8,101,TRUE,0,0,4.92,FALSE,77.5,2480,0.05,0.24,0.23,4.99,0.079452055,1696.726027
411,4748130,0.16,FALSE,Centrum-Oost,52.36508,4.92442,Entire home/apt,2,1,1,12,250,3,30,TRUE,0,1,4.9,FALSE,125,750,0.13,0.2,0.35,4.99,0,1189.726027
412,4756790,0.41,FALSE,Zuid,52.351,4.85453,Entire home/apt,2,1,1,2,255,3,101,TRUE,0,2,4.76,TRUE,127.5,765,0.06,0.09,0.3,4.99,0,1275
413,4761760,0.8,FALSE,Oostelijk Havengebied - Indische Buurt,52.37065,4.94039,Entire home/apt,4,2,4,5,175,4,101,TRUE,0,0,4.88,FALSE,43.75,700,0.08,0.16,0.18,4.99,0.002739726,875
414,4763419,0.59,FALSE,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,2,1,1,13,248,3,101,TRUE,0,1,4.97,FALSE,124,744,0.07,0.11,0.25,4.99,0.008219178,1277.191781
415,4774677,1,FALSE,Oostelijk Havengebied - Indische Buurt,52.36283,4.93395,Entire home/apt,3,2,1,6,75,3,18,TRUE,0,0,4.51,FALSE,25,225,0.05,0.1,0.17,4.99,0.002739726,378.8356164
416,4779111,0.61,FALSE,De Baarsjes - Oud-West,52.36121,4.85911,Entire home/apt,3,2,2,1,140,3,14,TRUE,0,1,4.64,FALSE,46.66,420,0.06,0.11,0.19,4.99,0.424657534,704.2465753
417,4815695,0.53,FALSE,De Pijp - Rivierenbuurt,52.3535,4.88715,Entire home/apt,4,2,4,8,200,10,101,TRUE,7,1,4.73,TRUE,50,2000,0.06,0.24,0.23,4.99,0.75890411,912.8082192
418,4860508,0,FALSE,Centrum-West,52.38116,4.88845,Entire home/apt,2,1,2,3,250,5,10,TRUE,0,0,4.82,FALSE,125,1250,0.08,0.18,0.16,4.99,0,1250
419,4861970,0.43,FALSE,Bos en Lommer,52.37817,4.8474,Entire home/apt,4,2,2,1,103,3,101,TRUE,0,0,4.38,FALSE,25.75,309,0.06,0.18,0.18,4.99,0.183561644,500.2739726
420,4864025,0.02,FALSE,Centrum-Oost,52.36825,4.93031,Entire home/apt,3,2,1,10,260,3,101,TRUE,0,0,5,FALSE,86.7,780,0.07,0.23,0.23,4.99,0,1300
421,4864384,0.98,TRUE,De Aker - Nieuw Sloten,52.34838,4.78878,Private room,2,1,1,5,64,3,109,TRUE,5,5,4.4,FALSE,32,192,0.04,0.08,0.15,2.99,0.820936639,406.6804408
422,4884158,0.81,FALSE,De Baarsjes - Oud-West,52.36993,4.86596,Private room,4,1,4,4,131,3,120,TRUE,7,4,4.66,FALSE,32.75,393,0.06,0.11,0.16,4.99,0.775342466,643.5068493
423,4892972,0.56,FALSE,Zuid,52.35568,4.88501,Private room,2,1,1,1,131,4,101,TRUE,0,2,4.76,FALSE,65.5,524,0.07,0.18,0.17,4.99,0.002739726,772.739726
424,4898741,0.48,FALSE,Centrum-Oost,52.36326,4.90345,Entire home/apt,4,2,2,8,175,3,7,TRUE,0,0,4.82,FALSE,43.75,525,0.09,0.16,0.18,4.99,0,1257.753425
425,4934646,1,FALSE,Oud-Oost,52.36196,4.91747,Private room,2,1,2,6,115,7,30,TRUE,7,3,4.79,TRUE,57.5,805,0.05,0.14,0.2,4.99,0.126027397,571.5205479
426,4946084,0,FALSE,Centrum-Oost,52.36945,4.92002,Entire home/apt,2,1,1,4,156,1,-116,TRUE,8,0,4.8,FALSE,78,156,0.07,0.14,0.21,4.99,0.32,774
427,4949644,0.63,FALSE,Oud-Noord,52.39894,4.92041,Entire home/apt,5,3,4,8,250,3,101,TRUE,0,1,4.75,FALSE,50,750,0.07,0.18,0.18,4.99,0.005479452,1312.589041
428,4991085,0.98,FALSE,De Baarsjes - Oud-West,52.36529,4.85138,Private room,2,1,1,1,80,3,60,TRUE,1,3,4.69,TRUE,40,240,0.06,0.13,0.14,4.99,0.78630137,400.7808219
429,5012728,0.88,TRUE,De Aker - Nieuw Sloten,52.34736,4.78846,Private room,2,1,2,5,76,3,31,TRUE,12,3,4.87,FALSE,38,228,0.06,0.11,0.16,4.99,0.829201102,361.3498623
430,5072326,0,FALSE,Oud-Oost,52.35997,4.91293,Entire home/apt,4,2,2,6,167,4,30,TRUE,0,0,4.88,FALSE,41.75,668,0.06,0.18,0.16,4.99,0,835.4794521
431,5114153,0.68,FALSE,Centrum-West,52.37942,4.88423,Entire home/apt,2,1,1,11,190,3,5,TRUE,0,0,5,FALSE,95,570,0.07,0.19,0.19,4.99,0.005479452,950
432,5115463,0.35,FALSE,De Pijp - Rivierenbuurt,52.35278,4.90115,Entire home/apt,4,2,3,5,155,2,24,TRUE,0,1,4.86,FALSE,38.75,310,0.07,0.27,0.16,4.99,0,1100
433,5132885,0.78,FALSE,Centrum-Oost,52.36181,4.89755,Private room,4,1,3,11,372,1,101,TRUE,0,0,4.94,TRUE,93,372,0.09,0.06,0.32,4.99,0.312328767,1711.178082
434,5133110,0.92,FALSE,Centrum-West,52.3687,4.88595,Private room,4,1,2,18,343,1,101,TRUE,3,0,4.42,TRUE,85.75,343,0.11,0.22,0.27,4.99,0.394520548,1541.041096
435,5142163,0.1,FALSE,Westerpark,52.38952,4.88661,Entire home/apt,2,1,1,2,150,3,30,TRUE,7,0,4.82,FALSE,75,450,0.08,0.23,0.22,4.99,0.750684932,648.4931507
436,5177030,1,FALSE,Oostelijk Havengebied - Indische Buurt,52.3775,4.94526,Entire home/apt,4,2,4,9,320,3,14,TRUE,0,0,4.92,FALSE,80,960,0.13,0.21,0.31,4.99,0.04109589,1600
437,5184303,0.8,TRUE,Centrum-West,52.38402,4.88491,Private room,4,1,3,10,240,4,20,TRUE,0,2,4.87,TRUE,60,960,0.11,0.11,0.25,4.99,0.821782178,1205.19802
438,5202774,0.8,FALSE,Centrum-West,52.37104,4.89473,Entire home/apt,2,1,1,4,130,14,109,TRUE,12,1,4.92,TRUE,65,1820,0.07,0.16,0.18,4.99,0.090410959,631.7123288
439,5349374,0.57,FALSE,Westerpark,52.3743,4.87542,Entire home/apt,2,1,1,1,95,4,7,TRUE,0,0,4.84,FALSE,47.5,380,0.08,0.11,0.15,4.99,0,475
440,5390933,0.38,FALSE,Centrum-Oost,52.37088,4.90351,Private room,4,1,4,15,307,2,-76,TRUE,4,3,4.83,FALSE,76.75,614,0.14,0.26,0.18,4.99,0.553398058,1571.601942
441,5401988,0.15,FALSE,Oud-Oost,52.35471,4.91468,Entire home/apt,2,1,1,9,151,25,101,TRUE,2,0,4.65,FALSE,75.5,3775,0.08,0.19,0.32,4.99,0.769863014,756.9863014
442,5427607,0.45,FALSE,De Pijp - Rivierenbuurt,52.34638,4.89087,Entire home/apt,4,2,3,17,295,2,5,TRUE,0,0,4.89,FALSE,73.75,590,0.11,0.2,0.31,4.99,0,2125
443,5444330,0,FALSE,De Pijp - Rivierenbuurt,52.3458,4.8909,Entire home/apt,4,2,1,6,175,4,101,TRUE,0,0,4.67,FALSE,43.75,700,0.07,0.14,0.2,4.99,0,875
444,5450176,0.59,FALSE,De Pijp - Rivierenbuurt,52.34087,4.90034,Entire home/apt,2,1,1,7,123,3,101,TRUE,0,2,4.72,FALSE,61.5,369,0.06,0.14,0.17,4.99,0.008219178,527.1232877
445,5453878,0,FALSE,Zuid,52.34451,4.86411,Entire home/apt,2,1,1,11,220,3,28,TRUE,14,0,4.97,FALSE,110,660,0.12,0.07,0.3,4.99,0.090410959,674.7260274
446,5474153,0.17,FALSE,De Baarsjes - Oud-West,52.37106,4.84848,Entire home/apt,2,1,2,7,133,4,30,TRUE,5,0,4.62,FALSE,66.5,532,0.06,0.23,0.13,4.99,0.01369863,587.260274
447,5501544,0.91,TRUE,Watergraafsmeer,52.35341,4.92504,Entire home/apt,4,2,3,3,136,3,101,TRUE,1,0,4.83,FALSE,34,408,0.05,0.12,0.19,4.99,0.057534247,699.8630137
448,5503580,0.5,FALSE,Gaasperdam - Driemond,52.29122,4.97366,Entire home/apt,4,2,3,7,170,3,8,TRUE,0,0,5,FALSE,42.5,510,0.05,0.21,0.18,4.99,0.002739726,850
449,5519881,1,TRUE,Westerpark,52.38055,4.87595,Entire home/apt,2,1,1,11,131,4,100,TRUE,0,1,4.87,FALSE,65.5,524,0.07,0.14,0.19,4.99,0.008219178,659.109589
450,5609836,1,FALSE,Westerpark,52.38085,4.87372,Entire home/apt,2,1,2,5,175,3,101,TRUE,0,0,4.95,TRUE,87.5,525,0.08,0.17,0.15,4.99,0,875
451,5617321,0.96,TRUE,Centrum-West,52.37377,4.88827,Private room,2,1,1,9,175,3,8,TRUE,1,4,4.87,TRUE,87.5,525,0.07,0.21,0.2,4.99,0.090410959,868.8356164
452,5625228,0.76,FALSE,Centrum-Oost,52.37084,4.91389,Entire home/apt,2,1,1,7,140,3,101,TRUE,3,0,4.45,TRUE,70,420,0.08,0.15,0.2,4.99,0.720221607,702.7700831
453,5635872,0.18,FALSE,Oud-Noord,52.38468,4.91291,Entire home/apt,5,3,6,12,150,7,40,TRUE,17,0,4.86,FALSE,30,1050,0.09,0.19,0.22,4.99,0.490410959,750
454,5655600,1,FALSE,De Baarsjes - Oud-West,52.3695,4.86229,Entire home/apt,4,2,2,3,190,5,101,TRUE,0,0,5,FALSE,47.5,950,0.07,0.12,0.19,4.99,0,950
455,5663570,0.09,FALSE,Centrum-West,52.37628,4.87766,Entire home/apt,2,1,1,9,203,3,101,TRUE,0,0,4.72,FALSE,101.5,609,0.11,0.17,0.24,4.99,0.761643836,1049.452055
456,5663785,0.75,FALSE,De Baarsjes - Oud-West,52.36924,4.86025,Entire home/apt,8,4,5,15,475,3,30,TRUE,1,0,4.33,TRUE,59.38,1425,0.08,0.17,0.2,10.99,0.02739726,2383.219178
457,5666746,0.17,FALSE,IJburg - Zeeburgereiland,52.34965,5.00809,Entire home/apt,5,3,8,12,499,4,21,TRUE,0,0,4.66,TRUE,99.8,1996,0.11,0.17,0.24,10.99,0.265753425,2495
458,5671597,0.61,FALSE,Centrum-Oost,52.36793,4.90726,Entire home/apt,4,2,2,14,299,3,20,TRUE,0,0,4.82,FALSE,74.75,897,0.12,0.3,0.27,4.99,0.019178082,1495
459,5674097,0.12,FALSE,Centrum-West,52.37414,4.88209,Entire home/apt,4,2,2,14,450,3,101,TRUE,3,0,4.62,TRUE,112.5,1350,0.08,0.24,0.22,10.99,0.008219178,2399.30137
460,5706436,1,FALSE,Watergraafsmeer,52.35324,4.93751,Entire home/apt,4,2,3,11,275,4,19,TRUE,0,0,4.89,FALSE,68.75,1100,0.11,0.2,0.39,4.99,0.032876712,1390.684932
461,5722319,1,TRUE,Oud-Noord,52.38405,4.90738,Private room,4,1,3,10,160,2,10,TRUE,0,3,4.9,FALSE,40,320,0.08,0.17,0.18,4.99,0,800
462,5781996,0.16,FALSE,Centrum-West,52.38069,4.88447,Entire home/apt,2,1,1,1,130,5,101,TRUE,0,1,4.74,FALSE,65,650,0.06,0.19,0.15,4.99,0.008219178,582.3287671
463,5809024,1,TRUE,IJburg - Zeeburgereiland,52.35393,4.99436,Private room,3,1,2,3,86,3,30,TRUE,4,3,4.84,FALSE,28.67,258,0.06,0.15,0.15,4.99,0.69348659,441.4750958
464,5819801,0,FALSE,De Pijp - Rivierenbuurt,52.35544,4.90446,Entire home/apt,4,2,2,8,187,4,10,TRUE,1,0,4.93,FALSE,46.75,748,0.07,0.2,0.14,4.99,0.024657534,935.890411
465,5822367,0.43,FALSE,Oud-Oost,52.36015,4.92919,Entire home/apt,2,1,1,10,120,14,30,TRUE,0,0,4.72,FALSE,60,1680,0.08,0.11,0.2,4.99,0.424657534,600
466,5832006,0.48,FALSE,Zuid,52.35471,4.86983,Entire home/apt,4,2,3,10,307,5,101,TRUE,0,0,4.88,FALSE,76.75,1535,0.13,0.21,0.35,4.99,0.060273973,1536.164384
467,5836359,0.86,FALSE,Centrum-Oost,52.37164,4.92134,Entire home/apt,2,1,1,5,133,3,4,TRUE,6,1,4.81,TRUE,66.5,399,0.07,0.17,0.14,4.99,0.035616438,664.2465753
468,5836389,0.89,FALSE,IJburg - Zeeburgereiland,52.36317,4.98578,Entire home/apt,4,2,4,11,275,4,101,TRUE,0,0,4.81,FALSE,68.75,1100,0.09,0.22,0.27,4.99,0.057534247,1413.60274
469,5865168,0.87,TRUE,Centrum-Oost,52.37489,4.90546,Private room,4,1,4,3,243,3,101,TRUE,14,2,4.83,TRUE,60.75,729,0.13,0.24,0.3,4.99,0.038356164,1114.438356
470,5881435,0.58,FALSE,Centrum-West,52.37496,4.87835,Entire home/apt,4,2,4,18,607,3,101,TRUE,0,0,4.32,TRUE,151.8,1821,0.12,0.2,0.22,10.99,0.38630137,3035.616438
471,5882457,1,TRUE,Oud-Oost,52.3632,4.92567,Entire home/apt,2,1,1,5,115,3,6,TRUE,0,0,4.93,FALSE,57.5,345,0.06,0.18,0.14,4.99,0,640.6849315
472,5884996,1,FALSE,Zuid,52.35287,4.88533,Entire home/apt,2,1,1,6,109,2,101,TRUE,0,0,4.92,FALSE,54.5,218,0.09,0.22,0.19,4.99,0,606.6164384
473,5887152,0.89,FALSE,De Aker - Nieuw Sloten,52.34559,4.79503,Private room,4,1,2,4,85,2,101,TRUE,4,5,4.78,FALSE,21.25,170,0.06,0.12,0.16,4.99,0.9,447.5
474,5902525,0.46,FALSE,De Baarsjes - Oud-West,52.35876,4.85966,Entire home/apt,4,2,3,8,175,4,101,TRUE,0,1,4.9,FALSE,43.75,700,0.08,0.16,0.17,4.99,0.01369863,1132.452055
475,5950023,1,FALSE,De Baarsjes - Oud-West,52.36319,4.87663,Entire home/apt,4,2,4,13,279,3,18,TRUE,0,1,4.84,FALSE,69.75,837,0.12,0.2,0.22,4.99,0,1301.849315
476,5962744,0.62,TRUE,Centrum-Oost,52.35989,4.89584,Private room,2,1,1,5,85,4,101,TRUE,0,0,4.86,FALSE,42.5,340,0.06,0.12,0.15,4.99,0,425
477,6003944,0.39,FALSE,De Baarsjes - Oud-West,52.36335,4.86341,Entire home/apt,3,2,2,2,118,2,30,TRUE,1,0,4.7,FALSE,39.34,236,0.06,0.19,0.2,4.99,0.090909091,675
478,6011262,0,FALSE,Zuid,52.35458,4.88642,Entire home/apt,4,2,2,17,250,4,30,TRUE,0,0,4.91,FALSE,62.5,1000,0.05,0.22,0.21,4.99,0.635616438,1250
479,6068622,1,TRUE,Westerpark,52.3822,4.87139,Entire home/apt,2,1,1,6,109,3,17,TRUE,2,8,4.85,FALSE,54.5,327,0.08,0.15,0.18,4.99,0.334261838,527.6462396
480,6075433,0.89,FALSE,De Baarsjes - Oud-West,52.37173,4.87109,Entire home/apt,4,2,3,13,350,5,28,TRUE,0,1,4.79,TRUE,87.5,1750,0.1,0.21,0.25,4.99,0.356164384,1779.726027
481,6085243,0.83,TRUE,De Baarsjes - Oud-West,52.36845,4.87291,Entire home/apt,2,1,1,16,300,4,21,TRUE,0,0,4.91,FALSE,150,1200,0.09,0.21,0.17,4.99,0.715068493,1553.767123
482,6091841,0.27,FALSE,Oud-Oost,52.36008,4.91091,Entire home/apt,4,2,1,1,121,10,30,TRUE,0,0,4.93,FALSE,30.25,1210,0.07,0.18,0.16,4.99,0.657534247,682.6712329
483,6120031,0.97,TRUE,Centrum-West,52.38104,4.88799,Entire home/apt,4,2,4,13,320,3,30,TRUE,0,2,4.84,FALSE,80,960,0.09,0.19,0.19,4.99,0.424657534,1600
484,6196535,0.56,FALSE,De Baarsjes - Oud-West,52.36044,4.84953,Entire home/apt,2,1,1,5,130,7,16,TRUE,6,1,4.91,FALSE,65,910,0.06,0.17,0.23,4.99,0.035616438,709.1780822
485,6196745,0.64,FALSE,De Baarsjes - Oud-West,52.36423,4.86834,Entire home/apt,2,1,2,1,99,5,101,TRUE,0,0,4.95,FALSE,49.5,495,0.04,0.09,0.15,4.99,0,495.8767123
486,6236389,0.48,FALSE,Westerpark,52.37709,4.87519,Entire home/apt,4,2,2,11,275,2,101,TRUE,0,0,4.77,FALSE,68.75,550,0.09,0.22,0.26,4.99,0.263157895,1638.157895
487,6243633,0.62,FALSE,Oud-Noord,52.39314,4.92327,Entire home/apt,5,3,5,8,220,4,101,TRUE,0,2,4.8,FALSE,44,880,0.08,0.1,0.19,4.99,0.01119403,1273.227612
488,6255736,1,FALSE,De Baarsjes - Oud-West,52.37047,4.87464,Entire home/apt,4,2,2,4,149,5,101,TRUE,0,0,4.81,FALSE,37.25,745,0.06,0.14,0.17,4.99,0,745
489,6259402,0,FALSE,Centrum-West,52.38753,4.88432,Entire home/apt,4,2,3,11,250,4,32,TRUE,1,0,4.97,FALSE,62.5,1000,0.06,0.18,0.27,4.99,0.361643836,1250
490,6260326,0.81,FALSE,Centrum-West,52.3728,4.87608,Entire home/apt,4,2,4,6,350,3,22,TRUE,0,0,4.81,FALSE,87.5,1050,0.12,0.28,0.3,4.99,0.010958904,1760.958904
491,6283404,0.97,FALSE,Geuzenveld - Slotermeer,52.37695,4.83677,Entire home/apt,4,2,2,10,148,3,30,TRUE,1,1,4.77,FALSE,37,444,0.08,0.19,0.21,4.99,0.038356164,677.6986301
492,6285243,0.76,TRUE,Centrum-Oost,52.36396,4.90648,Entire home/apt,2,1,1,13,279,1,6,TRUE,0,0,4.9,TRUE,139.5,279,0.04,0.36,0.23,4.99,0,1585
493,6323190,0,FALSE,IJburg - Zeeburgereiland,52.36287,4.97491,Entire home/apt,2,1,2,3,132,5,7,TRUE,0,0,4.77,FALSE,66,660,0.05,0.15,0.16,4.99,0.249315068,699.4246575
494,6340144,0.59,FALSE,Oud-Noord,52.38709,4.94486,Entire home/apt,4,2,5,4,150,3,101,TRUE,0,0,4.82,FALSE,37.5,450,0.06,0.16,0.2,4.99,0.002739726,793.739726
495,6358749,0.78,FALSE,Centrum-West,52.37238,4.8826,Entire home/apt,2,1,1,2,199,3,16,TRUE,0,2,4.64,FALSE,99.5,597,0.08,0.19,0.18,4.99,0.008219178,995
496,6371658,0.55,FALSE,Bos en Lommer,52.38035,4.85353,Entire home/apt,3,2,3,10,240,3,10,TRUE,1,0,4.85,FALSE,80,720,0.08,0.17,0.22,4.99,0.347945205,1200
497,6372597,0.6,FALSE,Centrum-West,52.37372,4.87909,Entire home/apt,2,1,1,14,336,7,16,TRUE,0,0,4.85,FALSE,168,2352,0.02,0.21,0.26,4.99,0,1678.493151
498,6375033,0,FALSE,Oud-Noord,52.38563,4.91785,Private room,2,1,1,4,107,3,30,TRUE,16,1,5,FALSE,53.5,321,0.05,0.16,0.17,4.99,0.224657534,490.4109589
499,6392669,0.64,FALSE,Noord-West,52.41833,4.90519,Entire home/apt,4,2,3,5,180,4,101,TRUE,0,0,4.67,FALSE,45,720,0.09,0.2,0.2,4.99,0,900
