,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
1332,24712459,0.25,FALSE,Centrum-West,52.38162,4.88238,Entire home/apt,2,1,1,7,130,6,15,TRUE,1,0,4.77,FALSE,65,780,0.07,0.19,0.18,4.99,0.002739726,650
1333,24722485,1,FALSE,Oostelijk Havengebied - Indische Buurt,52.36479,4.94271,Entire home/apt,4,2,2,3,136,3,101,TRUE,0,0,4.95,FALSE,34,408,0.07,0.11,0.18,4.99,0,678.4931507
1334,24730066,1,FALSE,Oostelijk Havengebied - Indische Buurt,52.3642,4.93906,Entire home/apt,4,2,2,4,140,3,60,TRUE,0,0,4.75,FALSE,35,420,0.06,0.19,0.21,4.99,0,700
1335,24743141,0.92,FALSE,De Pijp - Rivierenbuurt,52.35744,4.89763,Entire home/apt,4,2,3,8,390,5,101,TRUE,3,0,4.92,TRUE,97.5,1950,0.01,0.13,0.24,4.99,0.065753425,1992.630137
1336,24766967,0.78,TRUE,De Pijp - Rivierenbuurt,52.34716,4.88712,Private room,2,1,1,4,120,5,101,TRUE,6,2,4.95,FALSE,60,600,0.05,0.11,0.18,4.99,0.063013699,479.6438356
1337,24827860,0.73,FALSE,De Pijp - Rivierenbuurt,52.34933,4.88766,Entire home/apt,2,1,1,4,186,3,101,TRUE,0,0,4.96,FALSE,93,558,0.07,0.08,0.18,4.99,0,900.6164384
1338,24840523,0.43,FALSE,Bos en Lommer,52.38542,4.85731,Entire home/apt,2,1,1,3,95,3,30,TRUE,0,0,5,FALSE,47.5,285,0.08,0.12,0.16,4.99,0,475
1339,24901304,1,TRUE,Noord-Oost,52.40677,4.93116,Entire home/apt,6,3,4,7,195,3,9,TRUE,3,2,4.93,FALSE,32.5,585,0.06,0.14,0.21,4.99,0.191780822,981.1643836
1340,24925828,0.33,FALSE,Oud-Oost,52.3634,4.92829,Entire home/apt,2,1,1,12,265,4,101,TRUE,14,0,5,FALSE,132.5,1060,0.13,0.2,0.29,4.99,0.161643836,1325
1341,24965334,1,FALSE,Geuzenveld - Slotermeer,52.38334,4.8258,Entire home/apt,4,2,2,5,120,5,7,TRUE,0,0,4.88,FALSE,30,600,0.07,0.12,0.16,4.99,0,600
1342,24981353,0.93,TRUE,De Pijp - Rivierenbuurt,52.35468,4.89332,Entire home/apt,4,2,2,16,445,7,109,TRUE,1,1,4.63,TRUE,111.25,3115,0.1,0.13,0.29,10.99,0.271232877,1595.657534
1343,24998819,0.89,FALSE,IJburg - Zeeburgereiland,52.35435,4.99438,Private room,2,1,1,1,80,3,4,TRUE,0,2,5,TRUE,40,240,0.06,0.14,0.15,4.99,0.057534247,401.9863014
1344,25004866,1,FALSE,Centrum-West,52.37107,4.88307,Entire home/apt,4,2,2,10,307,7,100,TRUE,1,1,4.86,TRUE,76.75,2149,0.15,0.18,0.2,4.99,0.002739726,1532.767123
1345,25011380,0.35,FALSE,Slotervaart,52.36372,4.83878,Entire home/apt,2,1,1,5,130,3,25,TRUE,0,0,4.82,FALSE,65,390,0.06,0.11,0.16,4.99,0,650
1346,25021801,0,FALSE,IJburg - Zeeburgereiland,52.3542,4.99139,Entire home/apt,4,2,2,11,229,3,21,TRUE,0,0,5,FALSE,57.25,687,0.08,0.21,0.22,4.99,0.002739726,1145
1347,25023128,0.58,FALSE,Oud-Noord,52.39863,4.90493,Entire home/apt,2,1,1,1,90,3,100,TRUE,0,2,5,FALSE,45,270,0.06,0.14,0.15,4.99,0,558.8356164
1348,25051800,1,FALSE,Bijlmer-Centrum,52.31899,4.95651,Entire home/apt,4,2,5,7,183,5,28,TRUE,11,0,4.71,TRUE,45.75,915,0.07,0.17,0.25,4.99,0.115819209,1141.426554
1349,25159692,1,FALSE,Oostelijk Havengebied - Indische Buurt,52.3639,4.93921,Entire home/apt,2,1,1,2,90,5,14,TRUE,0,0,5,TRUE,45,450,0.06,0.09,0.15,4.99,0,493.8219178
1350,25162622,0.62,TRUE,Centrum-West,52.37429,4.89219,Private room,2,1,1,6,126,3,96,TRUE,2,4,4.91,FALSE,63,378,0.07,0.11,0.19,4.99,0.040114613,621.9340974
1351,25179644,0.98,TRUE,Centrum-Oost,52.3674,4.90137,Private room,2,1,1,6,177,1,109,TRUE,1,0,4.82,TRUE,88.5,177,0.08,0.27,0.18,4.99,0.637254902,1149.901961
1352,25227661,0.67,FALSE,Oud-Oost,52.3553,4.92757,Entire home/apt,2,1,1,6,90,4,101,TRUE,0,0,4.85,FALSE,45,360,0.05,0.11,0.14,4.99,0,450
1353,25273911,0.88,FALSE,De Pijp - Rivierenbuurt,52.349594,4.890385,Entire home/apt,3,2,4,14,180,30,90,TRUE,0,0,4.89,FALSE,60,5400,0.07,0.22,0.19,4.99,0.002739726,1406.30137
1354,25310162,0.84,FALSE,Centrum-West,52.37191,4.89558,Private room,2,1,1,5,116,1,101,TRUE,3,4,4.57,TRUE,58,116,0.05,0.12,0.21,4.99,0.115384615,650
1355,25310429,1,FALSE,Centrum-West,52.37122,4.89597,Private room,2,1,1,9,129,1,101,TRUE,5,5,4.68,TRUE,64.5,129,0.07,0.19,0.16,4.99,0.058823529,700
1356,25336232,0.31,FALSE,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,12,231,7,101,TRUE,10,0,5,FALSE,115.5,1617,0.09,0.14,0.29,4.99,0.61369863,1077.726027
1357,25338761,0.78,FALSE,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,9,218,7,101,TRUE,8,1,5,FALSE,109,1526,0.11,0.19,0.26,4.99,0.032876712,1069.410959
1358,25339698,0.57,FALSE,Centrum-Oost,52.3643,4.88867,Entire home/apt,2,1,1,11,242,7,101,TRUE,11,1,5,FALSE,121,1694,0.09,0.14,0.26,4.99,0.57260274,1144.027397
1359,25348531,0.7,FALSE,Oud-Oost,52.35965,4.91302,Entire home/apt,4,2,3,10,200,5,14,TRUE,0,1,4.9,FALSE,50,1000,0.08,0.2,0.2,4.99,0.046575342,1138.90411
1360,25391426,0.47,FALSE,Zuid,52.344,4.86365,Entire home/apt,2,1,1,6,155,5,101,TRUE,6,0,5,FALSE,77.5,775,0.06,0.19,0.23,4.99,0.616438356,908.3150685
1361,25409372,0.67,FALSE,Westerpark,52.38887,4.88591,Entire home/apt,2,1,1,6,120,2,30,TRUE,0,2,4.9,FALSE,60,240,0.07,0.14,0.2,4.99,0,625.3571429
1362,25414220,0.89,FALSE,De Baarsjes - Oud-West,52.3719,4.8728,Entire home/apt,4,2,4,14,260,5,30,TRUE,0,0,4.97,TRUE,65,1300,0.08,0.13,0.3,4.99,0.002739726,1319.465753
1363,25421355,1,FALSE,Geuzenveld - Slotermeer,52.37263,4.81227,Entire home/apt,4,2,4,3,100,4,20,TRUE,0,0,4.71,FALSE,25,400,0.06,0.16,0.21,4.99,0,500.3287671
1364,25435485,0.73,FALSE,Zuid,52.35363,4.8496,Entire home/apt,3,2,2,11,140,5,109,TRUE,0,0,5,FALSE,46.66,700,0.06,0.15,0.2,4.99,0,700
1365,25436200,1,FALSE,De Baarsjes - Oud-West,52.3741,4.85735,Entire home/apt,4,2,3,9,200,3,7,TRUE,0,0,4.93,FALSE,50,600,0.06,0.31,0.25,4.99,0,1000
1366,25463991,0.76,FALSE,Centrum-Oost,52.3643,4.88867,Entire home/apt,6,3,5,18,429,7,101,TRUE,2,0,4.46,TRUE,71.5,3003,0.1,0.16,0.2,10.99,0.668493151,2031.726027
1367,25500038,0.48,FALSE,Zuid,52.34602,4.86212,Entire home/apt,2,1,1,10,217,3,6,TRUE,12,0,4.74,FALSE,108.5,651,0.1,0.28,0.27,4.99,0.477777778,1065.444444
1368,25735095,1,TRUE,Oud-Noord,52.39242,4.92422,Entire home/apt,4,2,2,2,50,7,30,TRUE,0,0,4.65,FALSE,12.5,350,0.05,0.14,0.15,2.99,0,249.2465753
1369,25760744,0.14,FALSE,Bos en Lommer,52.38068,4.85628,Entire home/apt,2,1,1,5,125,10,16,TRUE,1,0,4.75,FALSE,62.5,1250,0.07,0.16,0.16,4.99,0.016438356,623.7671233
1370,25775511,0.74,FALSE,Centrum-West,52.37468,4.87818,Private room,4,1,4,12,294,2,100,TRUE,0,7,4.78,TRUE,73.5,588,0.12,0.29,0.17,4.99,0.673913043,1910.714286
1371,25802945,1,FALSE,Geuzenveld - Slotermeer,52.37392,4.82181,Entire home/apt,2,1,1,7,149,5,21,TRUE,0,0,5,FALSE,74.5,745,0.06,0.13,0.16,4.99,0.021917808,745.0136986
1372,25818312,0.4,FALSE,Centrum-Oost,52.36393,4.88797,Entire home/apt,4,2,2,12,250,4,100,TRUE,3,0,4.85,FALSE,62.5,1000,0.1,0.2,0.22,4.99,0.016438356,1250
1373,25898486,0.86,TRUE,Centrum-Oost,52.36169,4.90545,Entire home/apt,4,2,3,10,250,3,109,TRUE,0,2,4.88,TRUE,62.5,750,0.1,0.13,0.26,4.99,0.509578544,1215.996169
1374,25902355,1,TRUE,De Baarsjes - Oud-West,52.36827,4.86519,Private room,2,1,1,4,120,4,9,TRUE,6,5,4.97,TRUE,60,480,0.05,0.16,0.18,4.99,0.126027397,600
1375,25960980,1,TRUE,Oud-Noord,52.40044,4.90055,Private room,2,1,1,8,187,2,101,TRUE,15,1,4.91,FALSE,93.5,374,0.06,0.22,0.24,4.99,0.953488372,1035.38206
1376,25968358,0.61,FALSE,De Pijp - Rivierenbuurt,52.35685,4.89652,Private room,2,1,2,5,96,4,4,TRUE,8,2,4.84,FALSE,48,384,0.05,0.12,0.15,4.99,0.021917808,523.8493151
1377,25975448,0.73,FALSE,Centrum-West,52.37859,4.89613,Private room,4,1,2,12,285,1,109,TRUE,1,1,4.38,TRUE,71.25,285,0.11,0.17,0.31,4.99,0.714285714,1565.378151
1378,25994034,0.89,TRUE,Centrum-West,52.37894,4.88327,Entire home/apt,2,1,1,12,185,5,21,TRUE,0,0,4.88,FALSE,92.5,925,0.08,0.18,0.23,4.99,0.002739726,978.8356164
1379,26000168,0,FALSE,Zuid,52.35555,4.85095,Entire home/apt,7,4,6,20,450,4,101,TRUE,0,0,4.11,TRUE,64.3,1800,0.11,0.15,0.25,10.99,0.098630137,2250
1380,26003691,0.8,FALSE,Bos en Lommer,52.37938,4.84683,Entire home/apt,4,2,2,11,200,4,25,TRUE,0,1,5,FALSE,50,800,0.1,0.18,0.17,4.99,0.030136986,1000
1381,26029298,1,TRUE,De Baarsjes - Oud-West,52.3671,4.87643,Entire home/apt,2,1,2,1,140,3,30,TRUE,1,2,4.97,TRUE,70,420,0.05,0.14,0.21,4.99,0.02739726,700
1382,26035980,1,TRUE,Bijlmer-Centrum,52.31818,4.95891,Private room,2,1,1,6,52,1,7,TRUE,0,5,4.7,TRUE,26,52,0.06,0.08,0.16,2.99,0,260
1383,26061816,0.19,FALSE,Zuid,52.35415,4.85285,Entire home/apt,2,1,2,3,114,8,30,TRUE,0,0,5,FALSE,57,912,0.07,0.16,0.18,4.99,0,571.369863
1384,26071272,0.19,FALSE,Zuid,52.3452,4.86311,Private room,1,1,1,5,89,7,101,TRUE,13,2,5,FALSE,89,623,0.06,0.1,0.17,4.99,0.430136986,408.3835616
1385,26079314,1,FALSE,IJburg - Zeeburgereiland,52.37474,4.96548,Entire home/apt,3,2,2,1,119,3,101,TRUE,0,0,4.86,FALSE,39.66,357,0.09,0.17,0.17,4.99,0,596.369863
1386,26105238,0.55,FALSE,Zuid,52.35,4.86278,Entire home/apt,2,1,1,2,115,3,101,TRUE,3,0,4.7,FALSE,57.5,345,0.07,0.14,0.16,4.99,0.010958904,593.6986301
1387,26111547,1,FALSE,De Baarsjes - Oud-West,52.36076,4.85715,Entire home/apt,2,1,1,8,155,3,90,TRUE,0,0,4.91,FALSE,77.5,465,0.08,0.17,0.22,4.99,0.035616438,786.2876712
1388,26114217,1,FALSE,De Baarsjes - Oud-West,52.36722,4.85443,Entire home/apt,2,1,1,1,69,3,101,TRUE,0,0,4.77,FALSE,34.5,207,0.07,0.14,0.15,2.99,0.063013699,681.4931507
1389,26116665,0.24,FALSE,Oostelijk Havengebied - Indische Buurt,52.36399,4.93729,Entire home/apt,2,1,1,4,125,7,30,TRUE,3,0,5,FALSE,62.5,875,0.07,0.09,0.17,4.99,0.008219178,625
1390,26139659,0.5,FALSE,Westerpark,52.38635,4.88071,Entire home/apt,2,1,1,6,135,3,90,TRUE,0,0,4.89,FALSE,67.5,405,0.09,0.14,0.18,4.99,0,675
1391,26160300,0,FALSE,Centrum-Oost,52.36313,4.90641,Entire home/apt,4,2,4,13,375,6,21,TRUE,0,1,4.6,FALSE,93.75,2250,0.17,0.33,0.25,4.99,0.046575342,1875
1392,26185801,0,FALSE,Centrum-Oost,52.36418,4.88352,Entire home/apt,4,2,2,12,429,3,109,TRUE,2,2,4.43,TRUE,107.25,1287,0.06,0.22,0.22,10.99,0.654794521,2152.383562
1393,26215451,0.6,FALSE,Gaasperdam - Driemond,52.29158,4.99088,Entire home/apt,4,2,3,9,169,3,30,TRUE,0,1,4.64,FALSE,42.25,507,0.07,0.25,0.2,4.99,0.051118211,752.3961661
1394,26265461,0.15,FALSE,De Pijp - Rivierenbuurt,52.35472,4.88839,Entire home/apt,2,1,1,11,143,3,14,TRUE,0,1,5,FALSE,71.5,429,0.05,0.05,0.17,4.99,0.166666667,715.8333333
1395,26271194,0.37,FALSE,Oud-Oost,52.36495,4.93107,Entire home/apt,2,1,1,12,217,3,101,TRUE,4,1,4.94,FALSE,108.5,651,0.11,0.26,0.25,4.99,0.035616438,937.0136986
1396,26292322,0.5,FALSE,IJburg - Zeeburgereiland,52.37375,4.96838,Entire home/apt,4,2,1,2,125,4,101,TRUE,0,0,4.92,FALSE,31.25,500,0.06,0.14,0.16,4.99,0,625
1397,26294197,0.5,FALSE,De Baarsjes - Oud-West,52.36294,4.86702,Entire home/apt,2,1,1,7,155,2,7,TRUE,1,1,4.94,FALSE,77.5,310,0.07,0.16,0.17,4.99,0.194444444,900
1398,26312125,0.35,FALSE,Oud-Noord,52.3923,4.93214,Entire home/apt,5,3,5,7,190,4,14,TRUE,0,0,5,FALSE,38,760,0.07,0.17,0.21,4.99,0.169863014,950
1399,26312130,1,FALSE,Oud-Oost,52.36013,4.92895,Entire home/apt,2,1,1,10,133,7,12,TRUE,0,0,5,FALSE,66.5,931,0.06,0.13,0.17,4.99,0,619.4383562
1400,26314462,0.62,FALSE,Oud-Noord,52.40035,4.91375,Entire home/apt,4,2,2,3,123,4,101,TRUE,0,0,4.56,FALSE,30.75,492,0.07,0.17,0.15,4.99,0,614.2465753
1401,26329643,1,FALSE,Oostelijk Havengebied - Indische Buurt,52.36003,4.9345,Entire home/apt,2,1,1,7,150,3,101,TRUE,1,1,4.93,TRUE,75,450,0.07,0.2,0.18,4.99,0.002739726,705.3424658
1402,26383495,0.62,FALSE,De Pijp - Rivierenbuurt,52.34488,4.90222,Entire home/apt,4,2,5,13,250,3,101,TRUE,0,3,4.91,FALSE,62.5,750,0.11,0.25,0.27,4.99,0.002739726,1250
1403,26431371,0.76,TRUE,Centrum-West,52.36965,4.89214,Entire home/apt,5,3,3,18,417,2,101,TRUE,4,0,4.48,TRUE,83.4,834,0.09,0.28,0.32,10.99,0.408163265,2369.387755
1404,26465711,0.2,FALSE,Watergraafsmeer,52.35339,4.93679,Entire home/apt,4,2,3,1,75,84,101,TRUE,0,0,5,FALSE,18.75,6300,0.06,0.12,0.17,4.99,0.169863014,375
1405,26489486,0.29,FALSE,De Baarsjes - Oud-West,52.36181,4.86539,Entire home/apt,2,1,1,3,81,1,101,TRUE,7,1,4.95,FALSE,40.5,81,0.04,0.11,0.17,4.99,0.772727273,1500
1406,26489604,0.17,FALSE,Zuid,52.35777,4.8518,Entire home/apt,4,2,4,9,250,4,30,TRUE,4,2,5,FALSE,62.5,1000,0.16,0.28,0.23,4.99,0.142465753,1250
1407,26515155,1,FALSE,Centrum-Oost,52.36241,4.88701,Private room,4,1,4,2,97,1,101,TRUE,0,0,4.67,FALSE,24.25,97,0.05,0.12,0.17,4.99,0.028301887,633.7264151
1408,26516140,0.37,FALSE,De Pijp - Rivierenbuurt,52.35289,4.90798,Private room,2,1,2,10,145,3,101,TRUE,7,6,4.96,FALSE,72.5,435,0.09,0.14,0.18,4.99,0.345205479,736.7808219
1409,26519263,0.5,FALSE,De Baarsjes - Oud-West,52.3747,4.864,Entire home/apt,2,1,1,2,90,5,101,TRUE,0,0,5,FALSE,45,450,0.04,0.11,0.15,4.99,0,450.0958904
1410,26551134,1,FALSE,Bos en Lommer,52.38455,4.85246,Entire home/apt,2,1,1,5,106,3,8,TRUE,0,1,5,FALSE,53,318,0.06,0.12,0.18,4.99,0,530
1411,26597244,0.71,FALSE,Oud-Oost,52.35728,4.93247,Entire home/apt,4,2,4,17,396,5,30,TRUE,0,0,4.89,FALSE,99,1980,0.09,0.24,0.22,4.99,0.189041096,1423.561644
1412,26625840,0.57,FALSE,Oud-Oost,52.35281,4.91321,Entire home/apt,2,1,1,4,185,4,60,TRUE,5,0,5,FALSE,92.5,740,0.09,0.16,0.22,4.99,0.016438356,964.3424658
1413,26728654,1,FALSE,De Pijp - Rivierenbuurt,52.35665,4.88819,Entire home/apt,2,1,1,13,192,3,101,TRUE,0,0,4.8,TRUE,96,576,0.09,0.19,0.16,4.99,0,962.0958904
1414,26728984,0.75,TRUE,Centrum-Oost,52.3673,4.90155,Private room,2,1,1,5,189,1,109,TRUE,1,0,4.89,TRUE,94.5,189,0.07,0.22,0.16,4.99,0.596153846,1224.326923
1415,26736625,1,TRUE,Noord-West,52.41237,4.88696,Private room,2,1,1,5,86,2,45,TRUE,1,6,4.85,TRUE,43,172,0.07,0.11,0.16,4.99,1,431.7647059
1416,26744310,1,TRUE,De Baarsjes - Oud-West,52.35907,4.84999,Entire home/apt,2,1,2,11,160,4,13,TRUE,2,1,4.78,TRUE,80,640,0.08,0.18,0.2,4.99,0.005479452,795.0821918
1417,26744905,0.5,FALSE,Westerpark,52.39062,4.88676,Entire home/apt,2,1,1,7,100,7,101,TRUE,0,0,4.8,FALSE,50,700,0.06,0.18,0.2,4.99,0,500
1418,26766473,1,FALSE,De Pijp - Rivierenbuurt,52.35015,4.88745,Entire home/apt,5,3,3,5,200,3,-36,TRUE,0,0,4.25,TRUE,40,600,0.12,0.19,0.18,4.99,0,1000
1419,26781097,0.71,FALSE,Centrum-Oost,52.36384,4.90131,Private room,2,1,1,3,81,3,101,TRUE,3,6,4.89,TRUE,40.5,243,0.07,0.06,0.15,4.99,0.6,429.3835616
1420,26793214,0.75,FALSE,De Pijp - Rivierenbuurt,52.34181,4.89459,Entire home/apt,4,2,4,11,214,2,101,TRUE,0,0,5,FALSE,53.5,428,0.09,0.18,0.19,4.99,0,1250
1421,26794556,0.86,FALSE,Centrum-Oost,52.36123,4.8953,Private room,2,1,1,3,221,2,90,TRUE,10,1,3.94,FALSE,110.5,442,0.07,0.17,0.21,4.99,0.509615385,1370.432692
1422,26794663,0.86,FALSE,Centrum-Oost,52.36104,4.89526,Private room,2,1,1,7,233,2,-76,TRUE,9,2,4.49,FALSE,116.5,466,0.1,0.18,0.28,4.99,0.495890411,1229.246575
1423,26829033,0.93,TRUE,Centrum-Oost,52.36624,4.90245,Entire home/apt,6,3,5,13,319,3,30,TRUE,0,1,4.88,TRUE,53.16,957,0.11,0.23,0.17,4.99,0.04109589,1595
1424,26832364,1,FALSE,De Baarsjes - Oud-West,52.36084,4.86549,Entire home/apt,2,1,1,9,250,25,30,TRUE,1,1,5,TRUE,125,6250,0.12,0.27,0.2,4.99,0.002739726,1250
1425,26838436,0.54,FALSE,De Pijp - Rivierenbuurt,52.35361,4.90424,Entire home/apt,2,1,1,5,230,3,3,TRUE,0,1,4.88,FALSE,115,690,0.09,0.18,0.26,4.99,0,1150.890411
1426,26854143,0.58,FALSE,Oud-Noord,52.39905,4.92058,Entire home/apt,5,3,5,1,195,7,14,TRUE,0,1,5,TRUE,39,1365,0.07,0.2,0.22,4.99,0.019178082,975
1427,26869538,1,FALSE,De Baarsjes - Oud-West,52.37097,4.86825,Entire home/apt,2,1,1,11,120,3,101,TRUE,0,0,4.83,FALSE,60,360,0.07,0.14,0.18,4.99,0,600
1428,26936908,0.57,FALSE,De Pijp - Rivierenbuurt,52.35032,4.89049,Entire home/apt,2,1,1,8,146,4,4,TRUE,0,0,5,FALSE,73,584,0.06,0.15,0.18,4.99,0.164383562,732.1232877
1429,26985641,0.57,FALSE,Centrum-West,52.36914,4.87861,Entire home/apt,2,1,1,15,222,3,3,TRUE,0,2,4.97,FALSE,111,666,0.11,0.26,0.25,4.99,0,1036.164384
1430,27024242,0.88,TRUE,Zuid,52.3527,4.86091,Private room,4,1,3,13,254,4,30,TRUE,5,2,4.81,FALSE,63.5,1016,0.11,0.31,0.28,4.99,0.424418605,1051.162791
1431,27051213,0.81,FALSE,Zuid,52.3565,4.87368,Entire home/apt,4,2,2,13,299,4,90,TRUE,0,0,4.7,TRUE,74.75,1196,0.08,0.32,0.13,4.99,0,1706.575342
1432,27058302,0.67,FALSE,IJburg - Zeeburgereiland,52.36311,4.9898,Entire home/apt,4,2,2,11,235,3,14,TRUE,0,0,5,FALSE,58.75,705,0.09,0.13,0.22,4.99,0.063897764,1181.597444
1433,27061787,1,TRUE,Westerpark,52.38172,4.87811,Entire home/apt,2,1,1,5,85,3,101,TRUE,0,0,4.9,FALSE,42.5,255,0.07,0.09,0.15,4.99,0,527.3150685
1434,27127011,0.27,FALSE,De Baarsjes - Oud-West,52.36145,4.87516,Entire home/apt,4,2,4,13,429,4,101,TRUE,0,0,4.88,TRUE,107.25,1716,0.11,0.14,0.2,10.99,0.016438356,2142.465753
1435,27160776,0.1,FALSE,Centrum-Oost,52.3669,4.92669,Entire home/apt,2,1,2,11,180,3,10,TRUE,0,0,4.39,FALSE,90,540,0.09,0.21,0.21,4.99,0.17260274,934.3835616
1436,27179290,0.67,FALSE,Oud-Oost,52.3587,4.92307,Entire home/apt,2,1,1,7,89,4,21,TRUE,0,0,5,FALSE,44.5,356,0.06,0.13,0.15,4.99,0,445
1437,27184333,0.84,TRUE,Centrum-West,52.37032,4.88215,Entire home/apt,2,1,2,9,200,4,101,TRUE,1,2,4.96,TRUE,100,800,0.08,0.18,0.27,4.99,0.364383562,1012.575342
1438,27221235,0.71,FALSE,Noord-Oost,52.39078,4.9519,Entire home/apt,4,2,3,3,209,4,101,TRUE,0,1,4.82,FALSE,52.25,836,0.12,0.2,0.26,4.99,0.005479452,1068.630137
1439,27239002,0.47,FALSE,De Pijp - Rivierenbuurt,52.35244,4.89036,Entire home/apt,2,1,1,5,126,4,101,TRUE,0,1,4.86,FALSE,63,504,0.05,0.23,0.18,4.99,0,630.9178082
1440,27348973,1,FALSE,Oud-Oost,52.35663,4.92413,Entire home/apt,4,2,2,10,225,5,21,TRUE,0,0,4.8,FALSE,56.25,1125,0.05,0.2,0.25,4.99,0,1125
1441,27362571,0.67,FALSE,Bos en Lommer,52.38273,4.85468,Entire home/apt,3,2,2,12,120,4,100,TRUE,0,0,4.67,FALSE,40,480,0.06,0.14,0.15,4.99,0,600.0410959
1442,27379405,1,FALSE,De Baarsjes - Oud-West,52.36616,4.86215,Entire home/apt,4,2,3,5,150,3,28,TRUE,0,0,5,FALSE,37.5,450,0.08,0.17,0.23,4.99,0,750
1443,27396373,0.98,FALSE,De Baarsjes - Oud-West,52.37116,4.85505,Private room,3,1,1,3,90,3,101,TRUE,17,2,4.31,FALSE,30,270,0.07,0.09,0.16,4.99,0.048076923,500
1444,27397058,0.98,FALSE,De Baarsjes - Oud-West,52.37108,4.85303,Private room,2,1,1,8,86,3,101,TRUE,10,1,4.26,TRUE,43,258,0.04,0.12,0.16,4.99,0.009615385,450
1445,27410925,0.49,FALSE,Zuid,52.35204,4.8574,Entire home/apt,4,2,3,3,156,5,101,TRUE,2,0,5,TRUE,39,780,0.06,0.19,0.18,4.99,0.005479452,1004.657534
1446,27426691,0,FALSE,Zuid,52.35059,4.8469,Entire home/apt,4,2,1,1,75,7,45,TRUE,0,0,5,FALSE,18.75,525,0.07,0.14,0.17,4.99,0,397.8082192
1447,27478968,0.72,FALSE,De Pijp - Rivierenbuurt,52.35175,4.90905,Entire home/apt,4,2,3,20,475,3,30,TRUE,0,0,4.64,FALSE,118.75,1425,0.09,0.2,0.19,10.99,0,2375
1448,27482148,0.67,FALSE,Noord-West,52.40797,4.92397,Entire home/apt,4,2,3,5,150,3,10,TRUE,0,0,5,FALSE,37.5,450,0.07,0.2,0.15,4.99,0.115068493,734.9315068
1449,27520015,0.83,FALSE,Oud-Oost,52.35916,4.93348,Entire home/apt,2,1,1,5,112,4,10,TRUE,0,0,4.93,FALSE,56,448,0.09,0.12,0.19,4.99,0,560
1450,27546826,0.5,FALSE,Bos en Lommer,52.38495,4.84922,Entire home/apt,2,1,1,8,110,21,30,TRUE,0,0,5,FALSE,55,2310,0.08,0.1,0.19,4.99,0,550
1451,27595911,1,TRUE,Centrum-West,52.37793,4.89296,Private room,2,1,1,8,119,2,101,TRUE,1,0,4.83,TRUE,59.5,238,0.05,0.16,0.18,4.99,0.0625,476.09375
1452,27608003,0.88,FALSE,Noord-West,52.40243,4.91335,Entire home/apt,4,2,4,5,130,4,101,TRUE,0,0,4.83,FALSE,32.5,520,0.06,0.14,0.21,4.99,0.010958904,724.6986301
1453,27616092,0.51,FALSE,Oud-Noord,52.40056,4.91337,Entire home/apt,2,1,1,6,115,3,10,TRUE,0,0,4.79,TRUE,57.5,345,0.06,0.14,0.16,4.99,0.021917808,586.2328767
1454,27622005,1,FALSE,De Baarsjes - Oud-West,52.36684,4.8756,Entire home/apt,4,2,1,18,400,3,101,TRUE,1,1,4.25,TRUE,100,1200,0.2,0.21,0.3,10.99,0.085106383,1947.340426
1455,27713449,0.58,FALSE,Zuid,52.35408,4.88446,Entire home/apt,2,1,1,9,200,2,101,TRUE,0,1,4.79,FALSE,100,400,0.08,0.25,0.2,4.99,0,1084.558824
1456,27713691,0.95,TRUE,Bos en Lommer,52.37649,4.85998,Entire home/apt,4,2,2,2,150,3,20,TRUE,0,0,4.82,FALSE,37.5,450,0.08,0.16,0.22,4.99,0,1166.328767
1457,27719323,0.26,FALSE,Zuid,52.34408,4.86486,Entire home/apt,4,2,3,13,279,3,30,TRUE,0,2,4.91,FALSE,69.75,837,0.16,0.19,0.19,4.99,0.42739726,1395
1458,27745560,1,FALSE,Westerpark,52.38589,4.88294,Entire home/apt,4,2,2,10,150,3,12,TRUE,0,0,4.39,FALSE,37.5,450,0.08,0.13,0.21,4.99,0,750
1459,27755390,0.5,FALSE,Geuzenveld - Slotermeer,52.37344,4.81215,Entire home/apt,4,2,5,6,250,7,101,TRUE,1,0,4,FALSE,62.5,1750,0.11,0.26,0.26,4.99,0.104109589,1233.561644
1460,27774674,0.99,TRUE,Centrum-West,52.37962,4.88769,Entire home/apt,2,1,1,9,300,5,-76,TRUE,1,4,5,TRUE,150,1500,0.1,0.17,0.25,4.99,0.591780822,1306.136986
1461,27774794,0.41,FALSE,Oud-Noord,52.39994,4.90621,Entire home/apt,3,2,2,1,159,4,101,TRUE,0,0,4.88,FALSE,53,636,0.07,0.21,0.23,4.99,0,795
1462,27825991,1,FALSE,Watergraafsmeer,52.33978,4.94456,Entire home/apt,2,1,1,16,195,3,90,TRUE,0,1,5,TRUE,97.5,585,0.08,0.15,0.2,4.99,0,702.9452055
